num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,gross,Class
64,118,30,284,962,28649,2390,0,185,PG-13,20000000,2002,593,5.7,2000,56398162,B
415,98,11000,218,594,150082,1353,1,384,PG-13,18000000,2013,268,7.3,36000,33404871,B
30,101,0,681,827,1950,3574,3,24,R,3500000,2006,729,6.5,360,220234,A
55,98,11,466,854,8433,2765,1,85,PG,38000000,2001,543,5.5,168,22770864,A
310,99,473,502,14000,152826,16184,0,253,PG-13,150000000,2012,897,5.8,19000,83640426,B
127,100,31,591,947,61321,2968,3,217,PG,35000000,2005,742,6.2,0,63939454,B
364,102,139,850,8000,351274,13631,2,457,PG-13,13000000,2012,3000,8,131000,17738570,A
348,102,46,287,321,40425,1263,0,186,R,,2011,300,6.9,0,2981638,A
63,119,0,244,10000,172405,11013,0,203,R,19000000,1995,345,6.8,0,65807024,B
166,98,99,433,12000,43328,14007,3,110,PG,65000000,2009,536,5.7,0,67128202,B
75,88,5,338,11000,15880,11972,5,93,PG-13,50000000,2004,387,4.9,288,6471394,A
49,87,18,844,3000,18711,9555,3,183,R,3500000,1999,2000,5.4,0,3071947,A
67,98,3,28,90,19737,235,2,81,G,,2005,89,6,901,24381334,A
65,112,28,215,555,8217,1227,0,123,R,15000000,2000,403,6,573,4734235,A
77,103,130,406,691,62009,2481,1,109,PG,18000000,1984,476,5.8,2000,26400000,A
84,100,36,439,2000,26413,4182,1,77,G,85000000,2000,795,4.8,372,66941559,B
328,192,0,416,5000,1215718,6434,2,3189,PG-13,94000000,2003,857,8.9,16000,377019252,B
185,122,687,957,16000,132954,19764,0,514,R,65000000,2004,1000,5.9,0,52397389,B
155,90,217,243,10000,45928,20480,5,106,R,,2013,10000,6.1,0,342936,A
131,122,151,11000,24000,47203,50950,2,197,R,27500000,2007,15000,6.8,0,9664316,A
444,94,520,192,11000,108683,12306,4,561,R,5000000,2012,892,5.3,25000,14123773,A
167,125,212,394,613,28635,1970,0,308,R,50000000,2004,422,5.1,893,41814863,B
170,104,14,203,3000,108076,4487,0,1690,PG,100000000,2006,762,5.1,0,75030163,B
209,157,0,680,14000,133526,18216,1,521,R,68000000,1999,826,7.9,0,28965197,A
360,109,487,3000,20000,304318,34011,2,463,PG-13,40000000,2011,10000,6.7,52000,37553932,B
42,110,0,490,849,6352,2226,1,43,PG-13,,2012,597,5.4,0,35010192,B
82,87,0,591,2000,8070,3954,0,91,R,50000000,2000,602,5.6,255,6291602,A
140,116,80,651,11000,156717,14087,2,357,PG-13,50000000,2003,1000,6.4,0,105807520,B
52,144,0,195,786,8369,1674,0,165,R,9600000,2005,228,6.7,957,2483955,A
125,126,0,9000,13000,45296,34774,3,267,PG-13,60000000,2000,10000,6.7,0,30695227,B
552,127,0,341,774,440084,2121,0,755,PG,120000000,2012,358,8,122000,124976634,B
134,135,138,184,324,49300,1013,1,265,R,65000000,2000,192,6.2,892,32598931,B
154,89,310,587,22000,58260,24419,0,286,R,500000,2003,833,7.7,0,5739376,A
158,108,50,494,14000,65628,16722,1,262,R,30000000,2007,975,5.9,0,16930884,A
703,173,0,19000,26000,995415,87697,3,1722,PG-13,220000000,2012,21000,8.1,123000,623279547,B
6,93,247,152,247,4167,954,4,72,Not Rated,600000,2014,217,5.1,0,35688,A
135,105,125,2000,18000,23916,23122,5,50,PG-13,35000000,2012,2000,5.7,0,13101142,A
17,85,0,924,49000,132,54484,10,2,,1200000,2007,931,6.2,87,7826,A
93,132,0,957,49000,87785,55254,0,362,PG,100000000,1999,1000,6.8,0,58220776,B
61,99,78,325,11000,72324,12619,1,134,PG,7500000,1989,509,7.4,3000,106593296,B
93,107,11,506,939,10417,3742,2,39,PG,55000000,2009,605,5.6,610,16088610,A
69,115,39,254,13000,90677,14275,3,389,R,20000000,1998,481,6.5,0,29753944,A
57,92,155,147,448,1324,1329,0,37,R,1100000,1987,426,5.9,241,1400000,A
246,90,50,397,4000,114287,5046,0,137,PG,130000000,2011,442,6.7,16000,149234747,B
280,95,0,192,569,40800,1797,0,332,R,2000000,2007,529,5.7,0,952620,A
424,140,0,14000,26000,278232,79150,0,657,PG-13,190000000,2015,23000,7.2,94000,350034110,B
23,93,36,275,592,17810,2176,2,73,PG,39000000,1996,516,5.7,478,30400000,B
180,101,30,92,14000,41999,14412,0,226,R,,2003,119,7.5,0,6003587,A
323,106,450,712,14000,110616,18645,1,291,R,3500000,2010,3000,7.1,16000,20803237,A
144,177,0,202,913,97087,2449,3,569,PG-13,40000000,1984,362,6.6,11000,27400000,A
324,128,835,755,11000,136673,13189,1,281,R,20000000,2008,896,7.6,10000,31838002,B
59,92,6,577,890,33745,3654,0,198,R,20000000,1999,729,6.2,0,4002955,A
287,103,0,651,2000,299127,5161,0,1509,R,1200000,2004,878,7.7,0,55153403,B
66,92,226,580,1000,16646,3931,1,104,R,13000000,1995,851,6.7,0,21088568,A
91,155,16000,229,18000,31751,19689,2,216,R,30000000,1997,461,6.6,0,25078937,A
39,97,5,349,1000,3911,2739,1,22,PG-13,2000000,2015,426,5.3,0,2557668,A
90,101,36,377,1000,16340,2764,1,355,R,15000000,2000,786,4.6,356,12801190,A
122,107,58,47,141,12276,389,2,117,PG-13,20000000,2016,76,6.3,21000,36874745,B
70,100,57,92,181,18693,582,0,187,PG-13,25000000,1999,151,6.4,0,10114315,A
20,102,0,46,473,289,892,0,9,Not Rated,,2012,303,3.9,115,13220,A
170,101,96,204,713,76882,1852,0,106,PG-13,25000000,2012,220,6.5,29000,60443237,B
27,118,14,400,2000,2302,3384,4,20,PG,20000000,2015,769,7,0,2246000,A
163,98,136,833,1000,62198,4151,2,139,R,,2012,945,5.6,0,17225675,A
13,100,0,268,844,505,2289,1,32,R,1000000,2000,625,3.6,24,428535,A
170,123,55,956,3000,100001,5839,1,289,PG-13,82000000,2000,975,5.9,0,34543701,B
53,90,10,159,49000,63625,50005,1,64,PG,80000000,1997,570,5.2,0,92969824,B
539,149,0,20000,34000,514125,91434,7,752,PG-13,200000000,2014,22000,8,82000,233914986,B
12,99,0,361,578,1900,3382,0,56,PG-13,5000000,2014,435,4.4,0,830210,A
492,117,294,1000,10000,182899,14161,0,630,PG-13,100000000,2014,2000,6.2,60000,58607007,B
549,115,729,552,8000,205284,9578,0,439,R,20000000,2011,727,7.3,22000,82624961,B
127,100,122,83,210,43839,469,0,481,R,1500000,2001,148,6.5,0,373967,A
98,104,144,290,939,16831,2453,3,54,PG-13,22000000,2008,875,5.8,687,20668843,A
221,106,34,683,11000,55567,23187,1,144,R,10000000,2012,11000,6.9,20000,1939441,A
121,99,35,433,3000,45394,4863,0,72,PG-13,33000000,2012,594,6.5,19000,35057332,B
173,101,480,767,881,120795,3943,5,308,PG-13,60000000,2004,869,6.1,0,88200225,B
284,135,0,87,690,57873,902,0,414,PG,120000000,2008,107,6.1,0,43929341,B
131,137,70,464,4000,38658,5746,0,284,PG-13,20000000,2006,884,5,930,39143839,B
359,121,337,41,982,68211,1520,0,219,R,5000000,2011,463,7.4,14000,1729969,A
85,104,52,484,711,13065,3162,1,253,R,21000000,1999,490,4.6,897,17757087,A
181,107,162,135,2000,36542,2447,2,378,PG-13,13500000,2002,258,7.4,0,15854988,A
134,124,258,748,867,49536,3424,0,379,PG-13,75000000,2000,826,5.9,0,68473360,B
206,104,50,947,5000,88049,7247,0,279,PG-13,55000000,2008,962,6.6,0,25040293,A
121,97,3,631,24000,17461,25792,1,78,PG,8000000,2009,827,5.6,0,16699684,A
116,90,34,506,966,13371,2661,7,60,R,15000000,2009,681,6.4,0,4360548,A
369,100,128,78,596,110486,1261,3,695,PG-13,120000000,2015,360,4.3,41000,56114221,B
24,95,0,87,581,891,835,1,26,Not Rated,160000,1964,99,8.1,363,12438,A
284,150,80,82,1000,286506,1317,5,1463,PG,180000000,2005,190,6.9,0,291709845,B
313,105,0,288,539,99035,1411,3,289,PG-13,60000000,2014,394,6.2,17000,50549107,B
138,86,67,271,4000,71424,6355,3,521,PG,84000000,2002,2000,4.9,0,153288182,B
147,101,11000,512,13000,437418,15500,1,609,PG,14600000,1993,571,8.1,38000,70906973,B
33,90,38,69,214,17725,587,0,157,PG-13,780000,2003,115,6.8,1000,1310270,A
93,119,0,434,627,30890,2052,1,106,PG-13,50000000,2004,508,6,718,37486138,B
119,102,167,655,2000,28621,5178,0,58,PG-13,40000000,2016,874,5.9,0,90835030,B
97,95,189,306,500,57479,2020,2,205,PG-13,18000000,2003,308,5.4,0,56127162,B
28,80,0,5,191,1138,210,0,30,R,2500000,2010,12,7.1,0,99851,A
193,131,226,341,12000,255447,13679,0,692,PG,100000000,2004,625,6.9,0,173005002,B
238,112,29,874,12000,64747,15800,1,122,PG-13,15000000,2013,1000,6.5,12000,42919096,B
403,123,508,14000,34000,305008,81385,1,591,PG-13,125000000,2014,22000,6.7,52000,337103873,B
129,105,78,298,984,56646,2129,0,336,R,70000000,1999,489,6.4,0,116735231,B
358,114,62,884,12000,147497,16718,0,499,PG-13,110000000,2015,2000,6.1,52000,155181732,B
137,96,2,120,742,22929,1308,1,287,X,3000000,1989,256,5.2,926,11642254,A
12,105,0,,,285,0,0,8,,,2002,,4.7,51,247740,A
585,113,218,509,10000,431620,12652,1,741,PG-13,178000000,2014,854,7.9,77000,100189501,B
107,99,38,390,3000,28159,4702,4,96,R,14000000,2015,837,5.1,0,12282677,A
148,101,12,149,642,140740,1026,2,151,PG-13,35000000,2008,171,6.1,0,80276912,B
16,80,8,183,2000,910,2459,1,11,R,427000,2012,245,5.7,0,2833383,A
232,100,0,407,21000,89383,39507,0,293,R,8700000,2006,18000,7.1,0,5480996,A
91,88,31,489,1000,59380,2604,1,202,R,17000000,1999,489,5.7,0,65535067,B
80,101,163,488,683,162701,2436,1,962,PG,11000000,2002,548,7.4,19000,41227069,B
289,118,43,651,740,316671,3425,4,301,R,37000000,2013,707,7,35000,150368971,B
119,90,378,658,957,45859,4611,9,340,PG-13,6000000,2000,925,7.5,0,18621249,A
18,104,53,576,2000,2253,4221,0,111,PG-13,22000000,2001,595,4.1,158,5974653,A
517,117,235,680,2000,313866,5730,6,549,PG-13,130000000,2015,2000,7.4,61000,180191634,B
130,97,272,957,22000,67604,29252,0,218,R,15000000,1997,4000,7.1,12000,43022524,B
90,118,41,577,722,50919,2859,0,114,PG-13,10000000,2005,580,6.8,0,4280577,A
135,94,607,215,933,35830,2248,1,321,R,55000000,2003,518,6,0,34238611,B
16,153,5,60,532,2909,902,3,37,,6000000,2007,249,5.4,108,872643,A
114,113,212,568,2000,45815,4397,4,222,PG-13,45000000,2004,845,6.1,1000,21009180,A
108,90,153,427,11000,119450,13823,0,300,PG-13,20000000,1998,1000,6.1,0,161487252,B
4,100,0,266,1000,564,1942,2,21,PG-13,6500000,2005,373,6.6,19,2024854,A
396,144,0,581,662,513158,2333,0,1782,PG-13,150000000,2007,599,7.1,8000,318759914,B
107,88,84,1000,1000,31649,5227,0,98,PG,75000000,2009,1000,4.5,2000,219613391,B
144,125,143,519,1000,28807,4416,0,273,PG-13,58000000,2012,664,5.9,0,49875589,B
244,138,608,168,613,168207,1205,1,684,PG-13,150000000,2003,172,7.4,0,93926386,B
81,98,143,153,302,23076,1189,2,158,PG-13,20000000,2000,216,5.3,1000,15464026,A
366,116,16000,198,16000,561773,17347,0,871,R,33000000,2008,601,8.2,28000,148085755,B
158,99,0,520,1000,26126,2535,0,325,PG-13,35000000,2005,573,5,0,19294901,A
26,89,6,8,14,3086,44,1,9,Not Rated,500000,2012,9,8.4,0,133778,A
157,109,80,2000,19000,48973,28493,2,214,PG-13,26000000,2004,3000,6.5,736,45489752,B
156,136,258,94,12000,135404,12396,0,318,PG-13,65000000,1998,174,6.7,0,93771072,B
88,97,143,201,927,123390,1724,1,248,PG-13,12000000,1995,281,6.8,0,56631572,B
283,139,0,19,708,236000,848,0,1043,R,40000000,2006,78,7.8,14000,50859889,B
74,105,147,28,52,3849,179,1,37,PG-13,,2004,52,7.9,0,2276368,A
16,84,11,249,489,536,2196,0,13,R,2000000,1999,469,4.3,43,6026908,A
131,92,25,639,1000,57276,2847,0,146,PG,60000000,2007,718,5.2,0,217326336,B
149,91,17,670,1000,65512,3023,0,478,R,20000000,2001,795,5.5,0,41867960,B
81,91,12000,213,778,6884,1440,0,53,R,500000,2005,327,6.6,238,154077,A
62,100,277,210,21000,11003,22006,0,148,R,30000000,1999,767,5.5,654,11900000,A
81,132,131,242,11000,18209,12133,0,183,R,80000000,2005,298,6.7,0,10166502,A
301,100,475,799,1000,692482,5641,0,866,G,94000000,2003,939,8.2,11000,380838870,B
45,99,28,223,18000,11763,19649,2,111,R,1900000,1986,1000,7.1,0,4600000,A
165,139,150,400,521,15843,2060,0,104,PG-13,30000000,2014,491,6.9,11000,30513940,B
136,115,58,401,33000,43574,34606,0,302,R,50000000,2002,455,6.1,0,31874869,B
405,125,102,825,15000,117719,19809,2,306,PG-13,35000000,2013,2000,7.5,39000,83299761,B
34,86,7,795,10000,11156,14275,0,67,G,40000000,1998,908,6.2,0,22717758,A
518,127,14000,981,26000,504419,39284,0,1559,PG-13,150000000,2009,12000,8,19000,257704099,B
256,95,9,428,584,30219,1885,2,200,PG-13,8500000,2015,430,5.6,22000,131175,A
27,90,6,940,3000,1560,4987,0,15,PG,5000000,2008,1000,7.3,777,124720,A
212,89,0,606,2000,46492,4877,0,335,R,1000000,1980,826,6.8,7000,21378000,A
23,94,4,10,360,3513,656,0,36,R,250000,1995,273,6.5,423,1977544,A
56,80,11,499,911,18254,3058,2,307,PG,16000000,2002,521,3.3,1000,40363530,B
82,99,130,79,399,21034,663,,153,PG,12000000,2014,116,5.8,23000,91443253,B
61,94,122,617,1000,114610,4263,2,176,PG-13,20000000,1992,619,7,0,121697350,B
453,124,4000,4000,21000,522371,48638,4,723,PG-13,200000000,2010,19000,7,18000,312057433,B
33,76,14,636,1000,4564,3752,0,43,PG,3000000,2002,811,5.9,227,13684949,A
270,123,176,749,975,133177,4825,7,380,R,43000000,2013,815,6.6,24000,159578352,B
414,97,181,748,11000,111625,14025,1,369,R,15000000,2012,820,6.2,20000,14938570,A
84,53,141,23,141,10564,313,0,40,R,1000000,2007,125,7.7,0,274661,A
177,123,415,545,33000,396396,34495,0,1111,PG-13,29000000,2004,638,7.9,57000,64286,A
193,88,3,307,3000,12796,4729,3,52,Not Rated,200000,2013,982,6.8,0,59379,A
45,96,37,542,801,87739,3113,0,133,R,4500000,1984,760,6.7,0,81200000,B
125,115,13,579,2000,48753,4496,2,323,PG-13,55000000,2004,1000,6.5,0,74540762,B
130,90,293,808,16000,13223,32405,1,45,PG-13,1500000,2011,14000,6.6,0,638476,A
98,117,260,441,1000,35834,3969,0,284,R,40000000,2005,1000,5,0,30981850,B
196,93,66,161,1000,49948,1410,0,211,R,5000000,2014,200,6.1,14000,21197315,A
133,90,0,15,343,8824,408,0,108,R,5000000,2007,29,6.2,559,65087,A
73,96,0,130,372,11520,977,2,105,PG-13,30000000,2003,206,5.6,625,14208384,A
152,153,610,617,12000,55994,15046,0,454,R,115000000,2002,836,6,0,40911830,B
142,95,70,512,970,82819,2876,1,263,PG-13,58000000,2005,834,6.7,0,48291624,B
167,109,22,355,14000,60555,15790,1,174,R,27000000,2009,716,6.2,0,13248477,A
205,135,2000,535,1000,610568,2827,0,1171,PG-13,58000000,2001,592,8.2,29000,170708996,B
135,101,96,442,12000,30339,13811,1,268,PG-13,31000000,2001,495,6.9,0,24185781,A
106,102,43,280,308,19686,1440,0,180,R,38000000,2001,285,5.6,689,24044532,A
133,95,0,643,934,46417,3500,2,297,PG-13,45000000,2003,655,4.6,660,89808372,B
169,110,179,734,12000,24854,15044,1,374,PG-13,16000000,2014,1000,3.1,31000,13998282,A
341,96,1000,681,24000,248468,36093,0,545,R,37000000,2008,11000,7,0,60338891,B
84,95,8,15,244,9589,489,3,105,R,6000000,2001,230,5.8,289,2025238,A
72,88,20,0,58,5709,78,3,114,Unrated,218,2003,20,7.2,754,592014,A
568,149,21000,625,835,569841,4348,0,1127,R,61000000,2014,812,8.1,146000,167735396,B
235,109,226,370,12000,124185,13388,0,238,PG,150000000,2010,418,6.1,11000,63143812,B
279,105,43,523,10000,149337,11943,0,221,R,50100000,2015,806,6.6,23000,53846915,B
20,93,7,611,906,4995,4725,1,34,PG-13,10000000,2007,848,3.9,160,5561,A
59,106,835,458,1000,34774,3598,0,162,R,20000000,1995,967,6.8,1000,21200000,A
169,131,0,658,8000,135246,10003,0,498,R,52000000,2000,883,7.3,0,125548685,B
199,122,0,939,18000,23696,21163,0,135,PG-13,25000000,2010,1000,7,0,11538204,A
114,116,101,780,18000,260981,20966,0,373,R,25000000,1994,946,7.2,0,121248145,B
488,158,0,11000,20000,243834,46204,1,845,PG-13,61000000,2012,13000,7.6,144000,148775460,B
217,107,323,794,1000,290949,4223,1,629,R,15000000,1987,1000,7.8,13000,59735548,B
167,100,143,430,829,29649,2295,1,361,R,20000000,2004,681,6.1,0,5005883,A
70,91,29,762,976,17722,3974,1,111,PG,30000000,2004,799,4.8,849,14018364,A
183,89,10,704,852,31915,5056,0,159,PG-13,5000000,2014,707,4.4,18000,50820940,B
28,88,12,231,979,14015,1978,0,83,G,20000000,2012,532,6.7,831,1064277,A
181,114,0,281,3000,60467,4902,0,949,PG,90000000,2000,933,5.6,0,60874615,B
75,90,234,15,552,6246,642,0,76,Unrated,42000,2000,61,7.5,451,241816,A
362,107,563,939,40000,183208,43291,0,337,PG,135000000,2011,1000,7.2,26000,123207194,B
86,120,0,58,577,22289,1217,1,106,PG,,2005,464,7.5,0,15331289,A
52,95,0,650,899,21212,3092,4,107,R,13000000,1994,849,6.7,3000,7881335,A
45,83,5,368,971,14005,3438,0,67,G,24000000,1998,503,5.9,418,100491683,B
522,93,0,355,15000,379462,16034,3,571,PG-13,32000000,2011,491,7.5,56000,54696902,B
210,153,0,539,780,744891,2829,0,983,R,102000000,1991,604,8.5,13000,204843350,B
59,100,65,730,1000,19829,6171,5,94,PG-13,40000000,2005,923,5.4,779,19118247,A
158,94,110,277,14000,70341,15271,1,830,PG-13,30000000,2006,829,4.4,0,18500966,A
60,91,84,572,1000,9427,2691,0,79,R,5000000,1998,778,6.6,462,5480318,A
61,100,0,0,5,15103,5,0,80,R,23000,1991,0,7.1,2000,1227508,A
39,98,13,600,3000,12675,5185,1,158,R,5000000,2003,971,6.3,0,296665,A
202,108,0,346,22000,149528,26050,0,454,R,15000000,2002,3000,7.7,0,13060843,A
276,91,0,220,34000,39764,34705,0,148,PG-13,21000000,2011,242,6.7,17000,958319,A
112,91,13,140,803,15664,1921,0,149,PG,13000000,2014,587,5.8,0,38916903,B
436,135,209,602,10000,229823,12175,0,504,PG-13,125000000,2012,826,6.7,31000,113165635,B
290,107,78,969,18000,92599,22834,8,225,R,3500000,2011,2000,7.1,21000,5354039,A
131,94,383,886,13000,52244,15857,0,377,PG,75000000,2000,1000,6.6,0,22751979,A
133,97,19,835,23000,222099,37907,6,549,PG-13,16000000,1999,13000,7.2,10000,38176108,B
309,101,25,423,17000,86077,19673,1,195,PG-13,5000000,2014,2000,7.5,45000,18656400,A
67,101,112,612,1000,13010,2697,5,182,R,6000000,1999,744,5.9,0,6851636,A
251,94,24,434,581,76828,2371,0,314,R,5000000,2011,438,5.8,24000,104007828,B
120,96,9,448,690,20467,2402,1,371,R,10000000,2001,533,4.7,0,20384136,A
35,114,31,372,9000,22955,10731,0,88,PG,90000000,1998,496,5.6,0,50628009,B
95,112,37,480,3000,48621,5709,0,239,PG-13,35000000,1999,874,6.6,0,26494611,A
200,152,0,557,2000,292022,4270,0,1103,R,92000000,2001,820,7.7,10000,108638745,B
73,93,85,514,1000,19805,2777,0,122,R,8500000,1996,855,5.7,0,15171475,A
35,91,32,628,924,60884,3244,2,85,PG,45000000,1994,664,4.8,0,130512915,B
96,128,608,1000,49000,277451,51609,0,491,PG,16400000,1989,1000,8,23000,95860116,B
48,136,0,3000,18000,36108,37315,0,109,R,25000000,1998,14000,6.9,0,21554585,A
51,110,99,960,4000,78241,7921,6,177,R,4000000,1995,975,6.7,0,4301331,A
153,155,0,170,3000,189032,3677,15,560,R,15000000,1997,360,7.9,0,26384919,A
166,83,12,925,13000,127345,22813,1,250,PG,80000000,2006,7000,6.8,0,155019340,B
223,103,1000,611,21000,175962,23932,2,336,R,15000000,2005,1000,7.6,0,4235837,A
383,102,480,461,14000,375879,16143,0,402,R,80000000,2011,670,6.5,56000,254455986,B
143,77,291,8,291,72639,368,0,371,PG-13,7000,2004,45,7,19000,424760,A
212,107,50,58,293,58871,621,0,156,PG-13,40000000,2010,117,6.5,0,30993544,B
164,92,148,227,978,119974,2184,1,169,R,35000000,2009,593,6.6,0,45802315,B
40,101,58,497,12000,14226,14008,3,60,R,40000000,1995,975,5.9,555,14942422,A
141,97,6,415,22000,27130,24350,0,126,PG,73000000,2016,1000,6.3,14000,107225164,B
315,194,0,794,29000,793059,45223,0,2528,PG-13,200000000,1997,14000,7.7,26000,658672302,B
209,129,438,502,18000,86422,20056,1,363,R,80000000,2004,1000,6.6,0,65948711,B
15,87,101,324,721,2308,1700,0,35,R,4000000,1987,576,4.8,550,800000,A
1,110,0,0,2,5,4,1,1,,100000,1920,2,4.8,0,3000000,A
174,165,0,780,10000,79186,14196,1,386,R,107000000,2001,851,6.8,0,58183966,B
77,92,221,491,11000,156143,13162,1,289,PG-13,12000000,1996,503,7,0,38624000,B
213,97,41,619,11000,74691,12841,1,165,PG-13,25000000,2010,673,6.4,0,23527955,A
102,129,51,630,948,72715,4324,1,103,R,19000000,2008,822,6.5,0,8396942,A
206,130,0,769,13000,181737,16693,8,1015,R,10000000,1999,1000,7.4,10000,30651422,B
225,96,59,699,17000,146766,20007,0,178,PG,150000000,2008,759,6.9,0,114053579,B
14,112,9,125,860,578,1252,0,34,Not Rated,2500000,2008,130,7.6,588,173783,A
116,103,11000,277,11000,31798,12534,0,178,PG-13,26000000,2001,893,6.8,826,7496522,A
148,127,13000,940,40000,142416,56585,1,420,R,18000000,1994,13000,7.9,0,5887457,A
63,96,19,71,1000,7394,2163,2,50,R,6000000,2009,943,6.7,0,115862,A
86,96,24,374,646,4303,1780,0,35,PG-13,20000000,2016,441,7.1,0,28876924,A
303,93,0,581,1000,138814,2990,0,1516,R,4800000,2005,1000,5.9,0,47277326,B
222,105,909,173,1000,35137,2327,0,188,R,,2009,909,7.4,10000,14359793,A
84,87,10,349,13000,92106,14574,1,171,R,63000000,1988,1000,5.7,2000,53715611,B
50,102,4,60,634,1275,1262,0,27,PG,17000000,1981,537,6.4,0,2000000,A
70,100,43,696,988,10103,3906,1,36,PG,,2010,826,5.8,0,21520719,A
46,133,759,67,826,28247,1154,4,149,PG-13,26000000,1985,130,7.2,0,33200000,B
50,116,12000,552,22000,38533,24618,3,89,R,55000000,1996,617,5.8,0,18573791,A
81,138,0,574,10000,181879,14619,0,319,R,40000000,1992,2000,7.6,0,141340178,B
45,114,73,563,695,22797,3444,1,96,R,15000000,1984,654,6,0,15100000,A
62,109,322,861,1000,98794,6313,4,251,PG-13,37000000,2004,960,5.4,0,69148997,B
15,97,23,326,982,2189,2580,0,63,PG,,1998,599,6.8,500,565592,A
65,91,91,659,982,13485,3299,0,90,R,900000,2005,796,6.4,698,381186,A
123,118,108,103,173,77551,563,0,434,R,2000000,1999,148,7.6,0,11533945,A
85,72,0,384,3000,11634,4480,0,58,G,20000000,2003,455,5.4,227,47887943,B
125,107,234,660,1000,11476,3944,2,50,R,28000000,2015,962,6.1,0,6998324,A
56,154,521,957,10000,88844,14244,0,142,R,42000000,1993,1000,6.8,0,158348400,B
66,104,170,202,736,19412,1854,1,308,PG-13,22000000,2001,218,2.1,0,4273372,A
292,102,255,953,18000,221128,23378,5,343,PG,145000000,2014,3000,7.9,46000,176997107,B
183,98,58,242,14000,63108,15251,0,330,PG-13,10000000,2009,537,5.9,15000,25464480,A
339,131,776,256,17000,164238,18204,2,434,PG-13,150000000,2013,551,6.4,33000,73103784,B
35,96,22,794,1000,7569,5282,2,65,R,7000000,1988,841,5.2,978,20257000,A
28,97,117,556,851,39508,3036,2,96,R,3500000,1993,582,7.5,0,27900000,A
229,145,252,210,879,119286,2380,1,548,PG-13,85000000,2005,691,7.3,0,57010853,B
448,136,252,1000,40000,370704,54083,4,484,PG-13,250000000,2011,11000,6.7,58000,241063875,B
179,108,189,1000,49000,234480,55486,2,444,PG,110000000,2006,3000,6.4,3000,250863268,B
124,106,14,161,827,21225,1871,3,268,R,,2005,545,6.4,1000,10281585,A
343,82,119,6,332,297014,505,1,1198,R,18000000,2006,165,7.3,0,128505958,B
144,123,126,1000,18000,191470,25661,2,278,PG-13,35000000,2008,5000,6.8,0,81159365,B
198,89,66,1000,137000,57446,140268,0,369,R,12000000,2008,1000,6,0,31691811,B
25,94,11,232,1000,17074,2210,0,55,R,15000000,1993,605,5.5,466,22189039,A
107,108,529,83,11000,24033,11519,3,152,PG-13,30000000,2005,329,7,0,8535575,A
539,124,364,1000,11000,387436,22004,0,892,PG-13,120000000,2013,10000,7,71000,89021735,B
258,102,20,54,107,125198,362,6,153,PG-13,42000000,2012,81,6.6,11000,18600911,A
221,82,160,748,164000,75345,303717,0,290,R,40000000,2009,137000,5.2,0,66466372,B
299,124,335,50,14000,189812,14504,0,370,R,32000000,2008,388,7.6,15000,34180954,B
186,114,0,110,142,27664,589,8,120,PG-13,58000000,2008,117,6,472,31199215,B
57,114,55,360,789,265818,2085,0,213,PG-13,18000000,1994,424,6.9,0,119938730,B
166,111,0,725,856,60156,3309,0,299,R,20000000,2007,742,6.8,0,9525276,A
122,82,82,354,759,39095,2898,7,187,PG-13,20000000,2010,401,3.5,16000,36658108,B
87,78,5,1000,8000,12845,11124,0,118,G,50000000,2006,2000,6.6,624,58336565,B
158,123,0,23,3000,71708,3768,1,307,R,48000000,1998,745,7,0,37339525,B
36,98,0,73,138,6375,388,0,36,R,25000,1995,111,6.6,265,10246600,A
55,115,293,878,49000,80580,74382,1,375,PG-13,50000000,1998,22000,6.7,0,135014968,B
142,103,15,172,723,49077,1615,0,475,PG-13,17000000,2005,552,6.3,0,6061759,A
68,102,3,239,372,8367,1274,0,94,R,34000000,1999,248,5.2,120,11227940,A
79,129,0,359,844,26310,2330,0,154,R,16000000,1982,617,7.8,0,54000000,B
155,107,18,560,811,90539,3106,5,379,PG-13,45000000,2000,625,5.6,0,60786269,B
224,118,138,458,26000,90046,28479,0,141,R,35000000,2013,968,6.2,17000,17609982,A
388,131,0,383,10000,332065,11114,0,876,R,15000000,2008,602,7.6,16000,15700000,A
45,97,84,782,899,19547,2936,2,168,PG,18000000,1999,842,2.5,0,27141959,A
239,101,448,83,482,268581,956,0,1109,PG-13,17000000,2001,203,7.6,20000,96471845,B
61,170,25,55,329,15448,775,1,174,PG-13,22000000,2014,134,5.6,15000,59696176,B
263,119,124,1000,14000,154621,22622,0,258,PG-13,110000000,2015,5000,6.3,27000,129995817,B
490,138,17000,163,29000,786092,29585,0,964,R,80000000,2010,223,8.1,53000,127968405,B
27,99,56,781,4000,3754,6776,3,69,R,5500000,2001,902,4.9,113,56007,A
60,114,0,699,10000,57363,12097,0,308,PG-13,10000000,1983,919,7.2,10000,25600000,A
284,110,0,559,3000,78635,5609,1,1040,PG-13,70000000,2006,579,5.6,0,42272747,B
55,112,92,826,2000,5585,7552,0,75,PG-13,,2005,918,6,997,17378977,A
286,115,101,585,13000,177653,15708,1,279,R,50000000,2013,1000,6.7,34000,25121291,A
192,124,0,430,6000,189683,7567,0,559,R,20000000,2003,979,7.7,0,16248701,A
