num_critic_for_reviews,duration,director_likes,actor3_likes,actor2_likes,actor1_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,title_year,imdb_score,movie_facebook_likes,gross,class
18,117,2971,1151,113,23822,1573,2161,29,2200000,2007,5.9,285,379643,A
273,108,296487,11576,410781,24076,666937,19364,1514,20000000,2004,8.3,52000,34126138,B
83,212,349421,4689,18292,759011,23996,21130,161,50000000,1995,7.1,915,13560960,A
20,97,54433,1185,71976,3039089,74626,3455,157,3500000,1995,7.3,8000,27900000,A
121,105,34157,15,288,0,183288,36,395,2500000,1995,8.1,22000,5400000,A
235,90,1598,17351,42917,45326,127528,6775,422,40000000,2008,6.6,0,72266306,B
134,135,1376,1279,794,5285,49300,1013,265,65000000,2000,6.2,892,32598931,B
125,99,2161,322,15,64219,48245,12166,154,40000000,2008,5.4,0,15279680,A
723,178,396770,36007,3419,2973,886204,4834,3054,237000000,2009,7.9,33000,760505847,B
18,100,47,9252,9304,7155,6025,2924,15,930000,2011,5.7,995,20186,A
249,132,1470,3631,3339,229790,138246,2517,360,61000000,2015,6.4,24000,81687587,B
307,95,16623,571511,1312194,29007701,272789,23018,285,65000000,2010,6.6,25000,100448498,B
69,104,216,335,3501,23051,26066,1165,216,30000000,2002,5.6,0,40118420,B
73,93,34,317,761,97,5695,2305,23,3000000,2010,6.4,0,100675,A
546,144,54398,0,1134,287,105144,427,405,32000000,2012,7.1,27000,16377274,A
241,130,5126,121745,7871574,1039287,55901,2856,503,70000000,2006,6.5,0,103338338,B
34,93,221,5263,3375,7120,42644,6105,102,12000000,2001,6.2,0,31155435,B
106,89,352,0,15806,102102,9006,34398,54,,2009,6.1,0,113155,A
86,104,1160,651,27383,2256034,34473,16452,139,60000000,2000,6.1,0,69688384,B
392,156,46944,410781,9446348,31990,383056,46055,1902,258000000,2007,6.2,0,336530303,B
283,115,10042,903,4801,14074,479166,1901,815,92000000,2004,8,0,261437578,B
330,112,712,57389,273,19859431,258186,19428,322,50000000,2014,7.1,24000,191616238,B
147,93,1926,18,1322,1207,65499,1267,424,65000000,2006,5.6,0,82226474,B
78,98,9235,71976,91817,10060,39471,6334,187,64000000,2006,4.3,0,58255287,B
149,106,1681131,1472,174685,1567194,29341,18947,93,6000000,2014,6.7,0,3588432,A
211,125,1260,8065,11576,759868,41727,10623,184,60000000,2009,6.2,0,40559930,B
282,125,146696,2887,17545,463102,911097,13485,1470,11000000,1977,8.7,33000,460935665,B
39,98,1160,17881,1353,64352,69733,2496,97,15000000,1993,6.9,0,68856263,B
376,104,135,1714794,13118,62725,235025,14863,265,200000000,2013,7.3,44000,268488329,B
299,87,3512,296,3938,9093,259083,3086,763,75000000,2007,7.4,0,183132370,B
149,91,95,3674,358,214795,65512,3023,478,20000000,2001,5.5,0,41867960,B
14,95,72034,3716,141,2061,1338,690,14,9000,2011,6.4,413,4584,A
9,106,1782,6213,154,1395111,5975,2840,33,5000000,2014,5.2,0,17382982,A
373,146,607,671,242289,576394,318955,23227,460,25000000,2011,8.1,75000,169705587,B
74,88,12093,1193,1884,13902,26513,1502,174,800000,1995,7.5,0,4771000,A
365,88,32734,31668,1789385,195261,72552,5737,374,24000000,2010,5.5,13000,25003072,A
221,107,1088,1771,261197,3972869,106111,17627,181,15000000,2011,7,49000,13766014,A
445,88,1356,0,850944,576394,386217,28011,553,23600000,2009,7.7,26000,75590286,B
63,95,0,3990,17221,10590,1977,2928,64,36000000,2000,5.3,133,2954405,A
163,101,51,821930,2752,100296,106098,2786,150,8000000,2010,7.2,20000,6350058,A
59,93,102,3450,56624,35732,9380,4604,91,26000000,2004,4.3,531,48114556,B
154,98,1926,28907,232755,6746,67223,53587,126,127000000,2014,6.2,11000,113733726,B
117,99,171,645,12416697,6061,18355,6526,106,7000000,2006,6.4,3000,1654367,A
156,91,841,3685,51196244,840620,60370,27405,264,79000000,2011,3.4,0,74158157,B
285,94,3755,380,1898,9573,88241,2812,266,13000000,2013,6.7,23000,51872378,B
167,122,21591,7432897,3993,6769,16530,1637,117,,2006,7.6,0,13569248,A
310,100,4756,39372,122384,30750,143121,647,279,60000000,2009,7.7,10000,75280058,B
181,114,32498,98,2678,58465,60467,4902,949,90000000,2000,5.6,0,60874615,B
101,112,548,32048,112,3868,47876,1307,320,13000000,2001,6.1,0,91038276,B
80,91,129,10032,17377,2429170,102933,4842,230,100000000,1996,6.9,0,100117603,B
112,91,2331,612,18470,37564,15664,1921,149,13000000,2014,5.8,0,38916903,B
117,96,88,37825,51196244,62725,110432,26826,309,50000000,2002,5.8,0,126203320,B
183,98,67,8817,23,5777757,63108,15251,330,10000000,2009,5.9,15000,25464480,A
78,104,6692,108,5353,199,12047,1292,122,12000000,2002,7.1,677,1779284,A
51,110,3376,3339,36139,514532,78241,7921,177,4000000,1995,6.7,0,4301331,A
173,101,16623,5661,3102059,36683028,120795,3943,308,60000000,2004,6.1,0,88200225,B
100,99,431,645604,1012792,3039075,66941,1790,148,30000000,2000,5.1,1000,117559438,B
35,124,2601,2288,908,1,463,60,8,1700000,2010,5.8,594,183490,A
94,109,1889,5809,3282091,3983,39391,2818,171,65000000,2000,4.3,374,123307945,B
240,96,24015,3834,79677,146168,72809,48878,249,200000000,2009,6.8,0,137850096,B
70,108,6,2053906,123800,11406,6790,194,80,500000,1999,7.6,491,2047570,A
52,105,384,33,3831,9304,7412,1417,72,,2009,5.3,0,1425993,A
183,106,287,195387,11026,2148775,86627,10882,204,90000000,2013,5.9,28000,68558662,B
42,135,0,663,468,16672,6359,1920,69,5000000,1953,6.8,0,36000000,B
558,157,9372,116,5579,2670,216032,2759,640,40000000,2012,7.4,39000,95720716,B
61,197,236,20937,3798,117908,29323,4109,344,9400000,1963,7.6,0,46300000,B
270,83,122,5220,15952,55447,44329,1565,309,1000000,2014,5.7,13000,31537320,B
160,95,214,31543,13647,77212,88529,5286,262,10800000,2008,5.8,0,56729973,B
372,96,1885,0,461812,7633,67654,929,504,,2006,7.5,0,23808111,A
129,74,1163,448,59685,1054640,27543,814,186,80000000,1999,7.3,607,60507228,B
178,93,675,1037,7294,7042488,110614,10185,532,62000000,2005,5.5,0,25857987,A
28,97,4022,5201,489594,7706518,39508,3036,96,3500000,1993,7.5,0,27900000,A
62,100,86,570,9333,29007683,11003,22006,148,30000000,1999,5.5,654,11900000,A
77,86,1794,418564,22490,8998,11233,3715,32,14000000,2012,5.4,0,9402410,A
62,116,689,7059,2373295,83162,10472,2723,202,5500000,2005,5.6,0,50382128,B
57,125,1,12577,464,6746,181380,52201,223,25000000,1993,6.9,0,219200000,B
8,91,1,1,3,8926,475,380,11,450000,1991,5.9,123,2712293,A
673,142,313,390,8208477,16512340,701607,49942,1959,78000000,2012,7.3,140000,407999255,B
18,80,35,0,2,20729,260,0,2,150000,2014,7.1,116,5858,A
211,105,27417,27383,248456,145424,19655,12946,280,10000000,2006,6.8,683,20338609,A
38,85,-1,5948,933293,89236,12218,2908,33,25000000,2002,5.2,187,39880476,B
56,114,213,160700,7588,2431,16260,2367,88,60000000,1998,4.9,296,12065985,A
268,98,138415,17556,9929,759867,19611,10894,103,27000000,2016,6.7,0,41008532,B
125,81,22,1409,22333,6746,13086,50831,156,4000000,2006,5.9,576,7825820,A
61,90,151,8179,3419,97403,67853,5202,202,,2006,7,0,6088249,A
62,90,39,776536,840628,19859417,14280,32814,41,15000000,2011,5.1,0,28870,A
49,117,1375,291976,214924,12764,2395,3204,17,25000000,2010,5.7,636,134904,A
204,117,841,22745,192333,51196303,172878,16325,203,80000000,2011,6.4,19000,103028109,B
43,86,28150,1218,2112,3972881,6797,12772,21,6000000,2014,5.8,0,20200,A
159,110,2848,193,5080,958145,39357,3757,113,25000000,2014,6.8,14000,28831145,A
120,109,1415,686641,2234,1837300,41138,3668,208,4500000,1996,7.4,2000,3798532,A
143,77,5076,0,2939,5076,72639,368,371,7000,2004,7,19000,424760,A
151,94,254,18918,7365,74415,26905,5440,614,15000000,2002,4.1,0,30259652,B
303,136,1791387,1791382,7042487,7673,136093,28927,416,40000000,2014,6.1,24000,42615685,B
143,90,372,1789,5869,19131,111368,3148,394,50000000,1999,7.1,0,81517441,B
202,123,3515,7110192,1096034,75501632,232710,14727,599,55000000,2008,7.7,26000,69951824,B
101,99,1480,976,35203,6741,16555,1721,139,27000000,2004,5.9,817,8712564,A
141,130,1657,46,24078,3095346,88270,32637,420,50000000,2003,7.5,0,19593740,A
75,118,1054,734,52187,4065913,120202,29748,397,48000000,1999,6.7,0,66488090,B
19,75,70115,1,38,63,1428,7,21,250000,1997,7,178,203134,A
308,135,2188911,117,10577,9573,125109,2370,593,65000000,2009,6.7,16000,43982842,B
437,133,1091,33131,69844,5895826,146708,15106,362,35000000,2015,7.7,70000,109712885,B
110,108,16623,6769,1167127,1732,26100,4374,97,20000000,2006,5.9,484,17803796,A
265,101,74803,551,850943,1300437,321283,32015,1848,4000000,2003,7.8,17000,44566004,B
63,81,3200,21,1185,3200,37901,361,518,10000000,2002,6.2,0,16033556,A
105,97,573,607,56803,4452,41663,1576,141,70000000,2002,5.4,531,33105600,B
63,104,318,7837,408,2656006,12164,4462,63,30000000,2004,5.5,491,21800302,A
45,83,27,27303,908,563,8560,2907,205,12000000,2008,4.3,797,7001720,A
198,98,325,1173,3960,195261,29867,4567,181,15000000,2015,6.2,27000,42592530,B
93,101,1058,3195,4537,19765,57140,1812,195,15000000,1996,6.2,6000,24881000,A
733,143,162804,6741,1837300,806944,548573,20495,2536,225000000,2013,7.2,118000,291021565,B
147,99,1889,1605,11369,51196269,266103,12952,456,75000000,2004,6.8,11000,120776832,B
635,141,289198,1300510,29007703,5833031,462669,92000,1117,250000000,2015,7.5,118000,458991599,B
75,98,233471,2837,781,940,11815,2713,117,17000000,2003,5.6,320,22734486,A
58,105,193,5641,2934,150,5602,1767,59,,2001,6,329,687081,A
462,132,4627,735,5607,6737,212204,1873,738,263700000,2012,6.6,24000,73058679,B
111,88,11601,3696,19390,6255,59900,2062,149,,2007,6.7,0,13920741,A
18,88,10923,0,24521,6564,524,168,22,1200000,1999,7.3,73,110720,A
81,109,74,80,1384,1012777,15412,1141,90,12000000,2008,7,0,8134217,A
244,108,279,7818,4685,20546,47003,3892,215,30000000,2011,5.9,11000,23070045,A
45,79,194,83911,137563,8811,12561,2404,102,8000000,1991,6,0,2275557,A
133,178,1691877,6085,21529,3129431,333542,24183,533,52000000,1995,8.2,11000,42438300,B
158,126,220,507,3108,5102,56665,2282,469,15000000,2003,7.6,0,13005485,A
261,129,455,3108,6209,475,223127,3389,420,29000000,2009,7.7,38000,255950375,B
218,113,1307,3972931,303181,707394,21352,80806,131,170000000,2016,6.4,30000,76846624,B
584,139,35232,167,11464,46376,136367,13021,975,32000000,2011,6.7,39000,13303319,A
61,78,11799,2678845,5019,5726,216486,2462,242,12000000,1994,6.9,0,72217000,B
81,101,3116,5711,102,15832,14147,2698,92,20000000,2003,5.6,401,15408822,A
69,86,176984,8999710,19984,120537,14621,4073,48,4000000,2014,4.7,0,17314483,A
42,101,607,1913,24680,5579,7772,2228,55,22000000,1996,6.1,145,1075288,A
150,96,48,28013,21785,55121723,112516,30541,223,20000000,2009,6.2,0,13630226,A
81,110,233073,181,2670,44008,33669,3000,269,35000000,1986,4.6,0,16295774,A
100,97,70,1965,1291,748,9338,1805,167,28000000,2000,4.8,209,16779636,A
119,125,160,1094,342,4885,9649,729,226,20000000,2004,6.6,1000,13337299,A
236,114,914,2507,2787628,7673,76010,16992,205,50000000,2015,6.6,15000,26442251,A
91,87,112472,2356666,2575923,121467,22838,4073,56,75000000,2011,4.4,0,133103929,B
182,114,7805,1418,245,390433,41737,3014,105,20000000,2008,6.9,0,3519627,A
188,101,162804,10057,7818,218652,65785,4286,160,80000000,2010,7,16000,55673333,B
121,93,327533,112,3508,748,16224,776,76,4000000,2007,6.5,830,2426851,A
15,97,339828,525,198,4539,2189,2580,63,,1998,6.8,500,565592,A
138,86,431,0,97404,938568,71424,6355,521,84000000,2002,4.9,0,153288182,B
219,96,483,776535,5122,13568,40883,3151,122,60000000,2014,6.8,11000,50807639,B
156,95,-1,264601,7120,19859428,45580,19513,102,50000000,2014,7.3,18000,50150619,B
247,101,2755407,2568,1845,151,149835,638,243,24000000,2008,6.6,0,31452765,B
149,127,8137,1039288,114243,31838,158864,5838,395,70000000,2000,6.4,0,182805123,B
113,113,531378,2744,36389,5767,40362,3341,248,50000000,2001,6.3,970,54997476,B
170,104,472,886,14300,473762,108076,4487,1690,100000000,2006,5.1,0,75030163,B
136,126,198,19685,3834,842153,20449,25660,370,20000000,2000,7,1000,17804273,A
145,83,20,7188403,634,518,133348,229,204,2000000,1937,7.7,0,184925485,B
22,111,11437,0,361,31838,1618,2564,40,1650000,2003,5.4,63,2580,A
470,122,642335,8519,32625,463101,333847,14959,2054,185000000,2008,6.2,5000,317011114,B
147,92,419,1105,7633,700062,34359,5217,133,74000000,2015,6,16000,162495848,B
34,94,409,1473,37825,850943,23928,15183,100,20000000,1997,6.6,0,13801755,A
54,127,4492,94,2747,52187,22570,12947,156,35000000,2003,6.5,0,4426297,A
160,107,68736,722,13598,1558,16411,2537,136,25000000,2010,4.8,0,14637490,A
226,102,3437146,2166,10232138,5777755,34964,24107,150,50000000,2016,4.8,28000,28837115,A
33,109,21591,133879,7095,4218,8239,1292,92,3000000,1996,6,0,4109095,A
37,127,445,3257,154812,12925,19126,1735,155,20000000,1997,6.7,0,35422828,B
408,117,1984,3860,1558,7673,203111,16606,755,25000000,2011,6.8,32000,51533608,B
258,102,455844,426,2119,14822736,125198,362,153,42000000,2012,6.6,11000,18600911,A
85,118,9339,1281,3519,45830,43084,3197,99,26000000,2014,6.7,19000,26761283,A
383,103,4061,8458,5895839,55121732,246803,57881,474,92000000,2012,6.7,108000,85017401,B
131,102,176,98279,685759,4222701,31760,4516,140,30000000,2009,4.2,0,79566871,B
121,99,1563,13737,71401,669627,45394,4863,72,33000000,2012,6.5,19000,35057332,B
31,111,10133,3327,8677,10133,12399,916,382,100000,2006,6.7,0,10174663,A
131,113,687,1319468,13091,18493238,17948,14209,86,37000000,2011,6.9,0,72279690,B
90,100,648932,28814,94672,2403,16979,2800,42,12500000,2014,6.1,0,48637684,B
22,121,758088,1769,3316,5422,4756,1284,38,6500000,1988,5.8,624,14545844,A
36,100,0,76039,160,7106,4546,109,71,379000,1929,6.3,167,2808000,A
113,87,720,0,13082,108,8913,1971,66,80000000,2013,5.2,0,36073232,B
64,127,4970,1975,17351,145424,9283,12785,112,30000000,1998,7,592,23209440,A
39,109,48,310,1041,9333,2794,2187,78,1800000,2000,7.3,0,3050934,A
97,104,433,8397,7440,1310592,29517,2667,79,1500000,2013,5.8,0,3447339,A
222,105,1160,413594,18493224,3129431,106755,35694,173,28000000,2013,6.6,27000,63910583,B
359,100,375,10568,31837,1189776,108242,20051,371,30000000,2013,5.9,39000,35266619,B
222,114,6273682,154,925041,1007,147317,2091,197,,2010,6.4,12000,60923325,B
195,112,21766,1953,2893214,759012,38142,13528,270,14000000,2006,7,0,11204499,A
26,100,484,723,12984,25357,85903,2638,92,50000000,1995,6,0,100328194,B
80,193,750,9170,6717,45326,45271,6341,170,27000000,1983,7.9,0,21500000,A
103,90,361814,17807,626164,10640,38248,2666,250,15000000,2005,6.1,0,31585300,B
129,97,267,5497,282903,576394,63969,18789,126,25000000,2008,5.5,0,48237389,B
108,90,900,11370,4083,51196269,119450,13823,300,20000000,1998,6.1,0,161487252,B
128,152,15550,36268761,3417,5859,45031,4310,376,72000000,2001,6.9,0,27796042,A
521,130,1056,7554,31837,3834,317542,14363,620,170000000,2014,7.6,45000,208543795,B
308,127,642335,131,1906,2425,613473,2129,895,63000000,1993,8.1,19000,356784000,B
50,115,548,0,25647,27026,12596,525,64,15000000,2014,6.7,0,30127963,B
9,96,555,1434,555,2449,480,920,21,1500000,2001,5.4,47,703,A
62,121,2447,1756,355885,6746,98348,50141,131,13000000,1987,7.3,0,123922370,B
136,99,7790225,1122,1409,199,29058,2478,238,9000000,2002,7,838,4681503,A
206,104,656,15806,8998,21929189,88049,7247,279,55000000,2008,6.6,0,25040293,A
3,78,84,1856,29,1,143,72,9,30000,2007,4.1,13,243768,A
368,130,1451,9170,11464,5225823,135286,13960,261,10000000,2012,7.4,27000,21589307,A
12,119,1285,185,55,227,983,1107,63,1000000,2001,7.2,100,798341,A
331,95,6900,6267513,1189804,6302137,376600,54075,494,7500000,2009,7.7,40000,32391374,B
97,97,9093,9093,8525,842152,9294,15209,140,15000000,1999,5.6,251,11614236,A
287,115,24015,30,759010,146169,142440,31523,505,150000000,2007,6.3,3000,82161969,B
13,87,-1,455,10393,15982,122,2359,3,,2000,4.2,4,58163,A
387,96,3512,288695,958164,31990,414335,28817,881,7500000,2007,7.5,10000,143492840,B
223,113,3188,112,4622,150,172080,813,1017,45000000,2002,7.2,0,170684505,B
26,85,98,5099306,7411687,71976,19284,3712,66,20000000,2002,5.8,981,32983713,B
35,87,401,1185,11437,31838,4182,6227,53,1000000,2003,6.2,3000,19539,A
110,105,21252,17218,21807,21252,58743,14762,192,17000000,1984,6.6,0,76400000,B
23,94,120,161,14635,51285,3513,656,36,250000,1995,6.5,423,1977544,A
81,121,379,15105,23052,83162,4603,3633,91,15000000,2006,6.2,489,12549485,A
51,95,763,232,2565,1805,35172,791,128,4000000,1983,6.1,0,94900000,B
55,100,367,617,38379,5438,11092,3742,44,26000000,2004,4.5,167,23222861,A
28,80,1345,580265,38,139643,1138,210,30,2500000,2010,7.1,0,99851,A
8,100,9235,4461,21763,7706514,3924,3190,26,10000000,1994,5.8,368,29392418,A
27,90,944,5860,485,195261,1560,4987,15,5000000,2008,7.3,777,124720,A
275,112,1858421,112637,1913,167438,67893,1205,163,17000000,2012,6.3,18000,16684352,A
18,108,249,232,196,252085,21409,936,63,6500000,1987,6.8,0,54215416,B
81,98,1003,668,132,96,23076,1189,158,20000000,2000,5.3,1000,15464026,A
172,116,86,30592,81905,216100,58450,31224,842,60000000,2002,6.4,0,43119879,B
193,104,199,16683,368697,10539,87447,1274,371,43000000,2005,6.5,0,47806295,B
24,100,12975632,5207001,33173,36137,4265,3202,27,25000000,2013,4.7,0,52528330,B
49,96,464,182,11,3707,4663,99,40,2300000,1989,5.1,321,792966,A
81,92,562,16624,114244,5198,49486,4050,116,60000000,2003,5.5,886,104148781,B
72,145,349421,3436,3941,11648631,76842,12098,173,14000000,1989,7.2,4000,70001698,B
175,127,329,204725,52187,64219,218341,29069,498,90000000,2000,6.5,0,101643008,B
7,86,465,172868,1234483,1271557,48,279,2,200000,2008,7.5,26,215185,A
104,101,169982,4388,9210,62725,54021,15935,227,50000000,1996,5.7,0,25407250,A
112,98,40,5176,21381,135893,15033,2016,75,17000000,2009,5.9,0,8662318,A
171,104,2240,2043,30169,100296,59068,3497,128,28000000,2007,6.3,0,43097652,B
35,91,187,4263,26209,117908,60884,3244,85,45000000,1994,4.8,0,130512915,B
118,116,6406,1707,1313870,31990,54657,50313,222,2000000,2005,7,0,3335839,A
177,107,196,58048,2607,58160364,33354,14569,110,50000000,2016,6.6,10000,126088877,B
315,111,346,790,18493224,2256034,238916,24928,328,58000000,2010,7.1,32000,90356857,B
103,109,690,883,8840,115,25549,2572,171,16000000,2002,7.2,0,16346122,A
490,138,1691877,2037515,51986,17097818,786092,29585,964,80000000,2010,8.1,53000,127968405,B
168,122,2613,1648,1064,64219,248123,12076,437,50000000,2005,7.6,10000,24127895,A
356,96,79920,1143,18783,31814,189249,17211,398,25000000,2007,7.7,0,17114882,A
281,146,642335,3524,17351,10584,238747,6217,2153,100000000,2001,7.1,11000,78616689,B
19,95,40,365,3990,3904,49612,4634,39,40000000,1994,5.2,0,38087756,B
125,123,2786,8525,647675,24195064,64595,22209,316,48000000,2001,6.4,0,47095453,B
169,188,4600,3197,4205,400564,126357,12940,497,55000000,1978,7.3,0,134218018,B
654,123,611,2575,46379,31152,465019,32392,995,190000000,2013,7,129000,202351611,B
396,144,17919,11464,655934,16512341,148379,49684,622,178000000,2016,7.3,54000,154985087,B
183,106,12192,1231,847,3751,142293,2053,245,11000000,1984,7.2,14000,148170000,B
288,102,115,1951,2166,1313870,357275,25462,1061,7000000,2000,7.6,18000,15047419,A
64,94,233471,3122,3983,2656005,12466,3664,84,45000000,2001,5.5,304,32095318,B
345,86,7618,4540,1884,15895,43982,2260,139,,2012,7.4,11000,4063238,A
86,99,610,188,9093,6651,9361,2498,162,25000000,2000,4.7,378,14983572,A
274,118,274,5102,14056,5225823,173848,13943,203,40000000,2011,7.3,25000,57981889,B
177,138,470,570,20646,3095345,414219,19129,625,35000000,1997,8.3,11000,64604977,B
74,108,141,1409,6490,49464,16617,3921,110,8000000,2005,6.5,412,568695,A
132,106,5195966,1886,5380,157257,172217,22590,405,70000000,1996,6.3,0,37754208,B
106,98,1180,256,7757,14973,15388,1675,190,,2007,5.5,0,3525161,A
343,105,26710,45273,13623,49420,103737,4671,322,95000000,2015,7,56000,201148159,B
131,122,847,145424,1861577,31990,47203,50950,197,27500000,2007,6.8,0,9664316,A
210,121,20971,15346,15149,13647,142115,3189,614,10000000,2006,6.2,0,80150343,B
132,88,590,1975,2612,2715,17590,2652,112,150000000,2011,5.4,0,21379315,A
43,78,17,110,762,1309,2787,1008,64,150000,2004,5.5,98,191309,A
223,116,2637,5508,5844,76937,170179,3090,656,75000000,1997,6.3,0,47748610,B
203,102,377,147,831,8208492,85833,14552,113,100000000,2013,6.7,17000,107515297,B
298,99,43,358,3766,192333,40776,3744,250,25000000,2010,5.6,10000,24042490,A
233,112,127122,70,1180983,2890828,206104,18141,850,48000000,2002,6.8,0,95308367,B
89,87,4878,547,10032,1300455,58906,20097,186,30000000,2004,7,0,85416609,B
526,113,5195966,110041,1189804,707392,199039,80849,479,100000000,2012,6.2,82000,79711678,B
4,110,163,5505,472,345,82,1440,1,,2015,6.6,175,1711,A
167,102,103,821932,5755,139346,50523,2961,113,32000000,2010,6.3,0,17797316,A
169,95,5008,4,1271,13773,64387,848,85,78000000,2013,6.5,15000,119793567,B
197,132,9674,1166,3339,58464,52852,6317,138,17000000,2009,6.7,4000,27154426,A
96,96,170,5235,5530,5895820,117606,15662,217,44000000,1985,6.4,0,150415432,B
217,111,3512,3993,24078,31990,31898,39307,111,18000000,2013,6.9,0,13362308,A
197,101,2160,722,8101,4068940,52286,338,345,2500000,2008,7.7,24000,12995673,A
516,147,2224,6836953,1300477,29007685,272670,64798,1022,250000000,2016,8.2,72000,407197282,B
39,99,74,8816,685759,1096031,3116,6485,39,13000000,1999,6,251,5871603,A
127,90,1156,6923,7,8450,31640,1865,109,60000000,2008,4.9,791,11802056,A
168,118,200,94,4557,45326,81866,4045,510,31000000,2000,7.3,0,44983704,B
109,122,9674,3941,36682988,4065913,305929,22370,633,45000000,2001,7.7,0,76261036,B
161,81,0,68330,3375,13965,63912,2252,251,150000000,2005,5.8,912,135381507,B
111,107,22807,855,123644,13917,73347,2044,296,15000000,1997,7.4,0,28014536,A
410,116,11277,233471,1036,1313872,275869,23811,389,25000000,2010,7.9,36000,93571803,B
251,133,52786,4845,6860,18195,298590,12874,559,30000000,2007,7,0,148734225,B
91,78,398,1789,6844,4634,5178,1144,101,150000,2000,6.3,132,2882062,A
40,110,349421,495234,152,5844,10073,1966,78,4000000,1988,7.3,816,3468572,A
31,130,14461,4801,248456,603448,8531,3968,57,36000000,1996,6.7,591,13052741,A
12,95,53,3983,62992,841,5143,5213,62,10000000,1998,2.3,724,306715,A
191,93,5968,1732,121467,10232143,129995,13232,246,61000000,2007,6.3,0,118153533,B
121,84,28479,66,251,35,108052,1490,434,,2006,6.6,79000,438653,A
108,97,2200,6769,80439,1039286,13048,2682,227,14000000,2000,4.1,243,21468807,A
50,84,16602,3983,3375,13966,22697,3559,202,4000000,1996,7.6,0,2892582,A
282,92,95,2059,0,7941,35131,1945,255,11000000,2013,4.8,16000,34334256,B
220,101,151,28197,111,11871,31791,2161,155,5000000,2014,5,10000,32453345,B
31,114,12975632,141708,9123,30231,7354,2753,50,20000000,2012,4.8,0,65623128,B
88,103,16324,187,16324,561,5931,1411,58,500000,2006,6.2,0,23000,A
242,129,349421,2507,6717,2976,40941,4264,320,25100000,2008,6.4,0,25517500,A
19,118,205,0,1272634,180,13442,114,59,,1993,7.2,0,39100956,B
84,97,58974,6254,2340,146170,12049,21107,135,6500000,2004,6.8,1000,1029017,A
304,132,22318,16268,13915,1730189,87665,20035,323,30000000,2013,7.2,41000,116631310,B
198,154,3283,2531467,157262,95112,118483,61110,674,79000000,2003,7.2,0,95632614,B
285,100,187641,4547,643,6737,21468,2082,164,6000000,2013,5.4,12000,7186670,A
308,121,3437148,195386,28907,29007683,307539,23484,577,92000000,2008,7,0,110416702,B
37,97,84600,2547,13915,19047,1034,3021,10,200000,2012,6.5,569,78030,A
226,117,16119,1076,6286,7367343,200359,16828,1009,80000000,2002,7.7,0,104054514,B
91,104,152,14358,892,5341,18792,1315,153,5000000,2003,6.6,1000,1056102,A
179,90,79,28907,195260,6267505,74875,15710,115,5000000,2011,6.4,11000,24809547,A
42,110,12975633,179664,69844,84,6352,2226,43,,2012,5.4,0,35010192,B
233,88,8404,35900919,174687,251107,145321,25354,139,95000000,2012,6.6,14000,161317423,B
447,119,296487,7709,11576,19660,136019,13391,443,120000000,2011,5.8,14000,98780042,B
78,120,331258,10590,2026,157257,27044,22383,240,15000000,2000,6.8,0,33771174,B
252,127,250,1472,6741,146168,113295,19776,235,,2009,7.1,0,36965395,B
221,146,506,243243,173443,408,59581,4555,293,100000000,2010,4.3,0,95328937,B
292,101,2970,749,2168,181150,27260,1252,247,750000,2011,5.5,0,77501,A
238,112,1024581,7905,5579,58160407,64747,15800,122,15000000,2013,6.5,12000,42919096,B
220,119,5396868,4205,30973,12764,36372,3226,491,15000000,2009,4.9,3000,33386128,B
525,130,46944,9446367,335955,5392,175409,73441,511,215000000,2013,6.4,60000,234903076,B
271,143,7486,10640,1001203,707385,809474,48184,2113,140000000,2003,8.1,10000,305388685,B
40,105,135,964,2150,3048,32224,1132,62,68000000,1995,5.6,617,35324232,B
775,124,3293,6038,7042493,655931,456260,24098,2326,130000000,2012,7,97000,126464904,B
37,89,409,9581,5207004,4150,9104,2135,112,4000000,2006,3.1,110,15655665,A
46,114,-1,139678,18985,678,14100,3824,81,,2006,7.4,0,3420871,A
108,90,46,626164,23252,95111,106909,24534,268,42000000,2004,5.9,0,87856565,B
66,111,1234,1509,46379,463101,45602,26088,114,86000000,1997,6.1,979,42877165,B
298,109,21,3159,761,17726,63548,2073,134,35000000,2013,6.2,0,19692608,A
13,109,26,1103,8272,516,720,185,23,200000,2004,6.6,30,5199,A
159,105,398,3124,577410,16268,74630,1026,156,30000000,2010,6.5,13000,53021560,B
109,116,5858,0,232707,5895818,34435,14780,346,72000000,2001,4.5,886,32616869,B
357,134,49260,3972916,355258,1861570,259837,39789,2254,14000000,2005,7.7,13000,83025853,B
82,171,396770,149,1219,8450,131217,4074,380,69500000,1989,7.6,0,54222000,B
124,90,0,5927,276,6746,260939,52970,244,28000000,1992,8,0,217350219,B
350,125,353,9093,211196,13915,45799,3979,180,20000000,2014,7,0,5749134,A
127,101,5858,10393,21785,4396800,49405,4186,226,27000000,2004,6.4,2000,4476235,A
175,98,1094,1386,39,75501630,403014,12998,289,90000000,1997,7.3,0,250147615,B
228,89,0,2944,29211,571506,54101,1367,210,50000000,2014,5.8,15000,47553512,B
159,98,12093,9667,3420,86,5465,5041,37,,2009,6.5,0,278821,A
235,109,1160,2375,5381,64219,124185,13388,238,150000000,2010,6.1,11000,63143812,B
263,119,346,13085,853068,24072,154621,22622,258,110000000,2015,6.3,27000,129995817,B
